power, 1.000000, 0.000000
state, 1.000000, 0.000000
limit, 1.000000, 0.000000
repres, 1.000000, 0.000000
again, 0.831135, 0.168865
head, 0.589286, 0.410714
flightlat, 0.716216, 0.283784
happi, 0.563830, 0.436170
about, 0.729459, 0.270541
badcustomerservic, 1.000000, 0.000000
anywher, 1.000000, 0.000000
disast, 1.000000, 0.000000
eat, 1.000000, 0.000000
support, 0.659091, 0.340909
app, 0.678571, 0.321429
flightr, 0.929032, 0.070968
forget, 1.000000, 0.000000
print, 1.000000, 0.000000
usairway, 0.777336, 0.222664
pdx, 0.000000, 1.000000
true, 0.448276, 0.551724
st, 0.600000, 0.400000
award, 0.509804, 0.490196
anyway, 0.607143, 0.392857
ladygaga, 0.000000, 1.000000
wall, 0.000000, 1.000000
experi, 0.807512, 0.192488
feel, 0.790123, 0.209877
receipt, 0.615385, 0.384615
hot, 0.000000, 1.000000
reschedul, 0.857143, 0.142857
fair, 1.000000, 0.000000
close, 1.000000, 0.000000
wed, 0.600000, 0.400000
overbook, 1.000000, 0.000000
locat, 0.734694, 0.265306
ago, 0.771654, 0.228346
cross, 0.459459, 0.540541
travel, 0.588076, 0.411924
finger, 0.000000, 1.000000
attempt, 1.000000, 0.000000
dmd, 0.000000, 1.000000
traffic, 1.000000, 0.000000
real, 1.000000, 0.000000
word, 0.708333, 0.291667
mean, 0.715789, 0.284211
last, 0.746711, 0.253289
sorri, 0.730000, 0.270000
such, 0.696429, 0.303571
im, 0.713147, 0.286853
atlanta, 0.000000, 1.000000
prompt, 0.000000, 1.000000
excit, 0.000000, 1.000000
cover, 1.000000, 0.000000
play, 1.000000, 0.000000
load, 1.000000, 0.000000
airplan, 1.000000, 0.000000
plus, 0.677966, 0.322034
order, 0.642857, 0.357143
possibl, 0.530864, 0.469136
unit, 0.738667, 0.261333
deliv, 0.750000, 0.250000
includ, 0.448276, 0.551724
class, 0.536000, 0.464000
sky, 0.545455, 0.454545
near, 1.000000, 0.000000
empti, 1.000000, 0.000000
partner, 1.000000, 0.000000
fail, 1.000000, 0.000000
cri, 1.000000, 0.000000
call, 0.891219, 0.108781
knew, 1.000000, 0.000000
selfi, 0.000000, 1.000000
diff, 1.000000, 0.000000
absolut, 0.705882, 0.294118
respons, 0.669643, 0.330357
share, 0.481481, 0.518519
onc, 0.710145, 0.289855
midnight, 1.000000, 0.000000
bus, 1.000000, 0.000000
no, 0.875342, 0.124658
job, 0.448276, 0.551724
excus, 1.000000, 0.000000
battl, 0.000000, 1.000000
lovedragonss, 0.000000, 1.000000
how, 0.720126, 0.279874
uk, 0.476190, 0.523810
sold, 1.000000, 0.000000
appli, 0.433333, 0.566667
rule, 1.000000, 0.000000
thankyou, 0.000000, 1.000000
extend, 1.000000, 0.000000
warm, 0.000000, 1.000000
e, 1.000000, 0.000000
pathet, 1.000000, 0.000000
virginamerica, 0.000000, 1.000000
deplan, 1.000000, 0.000000
fleek, 0.205298, 0.794702
up, 0.764869, 0.235131
advis, 1.000000, 0.000000
run, 0.641975, 0.358025
floor, 1.000000, 0.000000
flown, 0.621622, 0.378378
las, 0.511111, 0.488889
came, 1.000000, 0.000000
advertis, 1.000000, 0.000000
exact, 0.586207, 0.413793
screen, 1.000000, 0.000000
attitud, 1.000000, 0.000000
wouldnt, 0.814815, 0.185185
earli, 0.698925, 0.301075
peopl, 0.832168, 0.167832
decis, 1.000000, 0.000000
imagin, 0.000000, 1.000000
process, 0.745455, 0.254545
solv, 1.000000, 0.000000
sunday, 0.622222, 0.377778
flight, 0.742466, 0.257534
never, 0.870253, 0.129747
must, 0.628571, 0.371429
whose, 1.000000, 0.000000
mileageplus, 1.000000, 0.000000
accept, 0.745455, 0.254545
woman, 1.000000, 0.000000
what, 0.714640, 0.285360
find, 0.792899, 0.207101
spend, 1.000000, 0.000000
want, 0.731118, 0.268882
long, 0.727778, 0.272222
book, 0.669388, 0.330612
asap, 0.666667, 0.333333
americanairlin, 1.000000, 0.000000
singl, 1.000000, 0.000000
longer, 0.838710, 0.161290
crash, 1.000000, 0.000000
bwi, 0.585366, 0.414634
with, 0.702918, 0.297082
hang, 1.000000, 0.000000
sure, 0.624309, 0.375691
delay, 0.908997, 0.091003
re, 1.000000, 0.000000
pull, 1.000000, 0.000000
mint, 0.000000, 1.000000
were, 0.739837, 0.260163
loung, 0.393939, 0.606061
freak, 1.000000, 0.000000
simpl, 1.000000, 0.000000
cheer, 0.000000, 1.000000
even, 0.798722, 0.201278
vacat, 0.784810, 0.215190
couldnt, 0.883495, 0.116505
tmrw, 1.000000, 0.000000
everyth, 0.433962, 0.566038
unprofession, 1.000000, 0.000000
crew, 0.618257, 0.381743
mayb, 0.706667, 0.293333
suppos, 0.849057, 0.150943
suitcas, 1.000000, 0.000000
smile, 0.000000, 1.000000
assign, 1.000000, 0.000000
match, 1.000000, 0.000000
fuck, 1.000000, 0.000000
hes, 0.538462, 0.461538
comput, 1.000000, 0.000000
through, 0.713615, 0.286385
behind, 1.000000, 0.000000
trip, 0.624454, 0.375546
anyth, 0.717557, 0.282443
hour, 0.949868, 0.050132
list, 0.642857, 0.357143
flyfi, 0.000000, 1.000000
slow, 1.000000, 0.000000
husband, 0.705882, 0.294118
submit, 0.702703, 0.297297
watch, 0.620690, 0.379310
onto, 1.000000, 0.000000
dividend, 1.000000, 0.000000
prevent, 1.000000, 0.000000
crappi, 1.000000, 0.000000
report, 1.000000, 0.000000
omg, 0.000000, 1.000000
made, 0.616505, 0.383495
r, 0.571429, 0.428571
access, 0.536585, 0.463415
imposs, 1.000000, 0.000000
alert, 1.000000, 0.000000
ur, 0.826667, 0.173333
faa, 1.000000, 0.000000
throw, 1.000000, 0.000000
further, 1.000000, 0.000000
it, 0.716129, 0.283871
within, 1.000000, 0.000000
street, 0.000000, 1.000000
from, 0.618887, 0.381113
onboard, 1.000000, 0.000000
thx, 0.403846, 0.596154
reward, 1.000000, 0.000000
fine, 1.000000, 0.000000
philadelphia, 1.000000, 0.000000
charact, 1.000000, 0.000000
child, 0.428571, 0.571429
poorservic, 1.000000, 0.000000
nashvill, 0.350000, 0.650000
high, 0.577778, 0.422222
design, 1.000000, 0.000000
weekend, 0.428571, 0.571429
wrong, 0.871795, 0.128205
handl, 0.760563, 0.239437
morn, 0.546584, 0.453416
train, 1.000000, 0.000000
under, 0.571429, 0.428571
chairman, 1.000000, 0.000000
express, 1.000000, 0.000000
sick, 1.000000, 0.000000
indic, 1.000000, 0.000000
guess, 0.777778, 0.222222
vega, 0.360465, 0.639535
media, 0.567568, 0.432432
passeng, 0.753363, 0.246637
connect, 0.790997, 0.209003
oper, 0.687500, 0.312500
mia, 1.000000, 0.000000
seat, 0.735294, 0.264706
smooth, 0.000000, 1.000000
trueblu, 0.000000, 1.000000
interest, 1.000000, 0.000000
log, 1.000000, 0.000000
believ, 0.745763, 0.254237
failur, 1.000000, 0.000000
unaccept, 1.000000, 0.000000
fee, 0.692982, 0.307018
tire, 1.000000, 0.000000
may, 0.582090, 0.417910
nasti, 1.000000, 0.000000
handler, 1.000000, 0.000000
ticket, 0.620513, 0.379487
jump, 1.000000, 0.000000
level, 1.000000, 0.000000
good, 0.484950, 0.515050
august, 0.000000, 1.000000
c, 0.477273, 0.522727
begin, 1.000000, 0.000000
aw, 1.000000, 0.000000
land, 0.683616, 0.316384
winner, 0.000000, 1.000000
funer, 1.000000, 0.000000
imaginedragon, 0.000000, 1.000000
la, 0.465116, 0.534884
wonder, 0.373134, 0.626866
far, 0.653333, 0.346667
practic, 1.000000, 0.000000
avoid, 1.000000, 0.000000
sweet, 0.000000, 1.000000
kill, 1.000000, 0.000000
safe, 0.351351, 0.648649
prepar, 1.000000, 0.000000
add, 0.471264, 0.528736
f, 1.000000, 0.000000
twice, 1.000000, 0.000000
s, 0.531915, 0.468085
fleet, 0.218543, 0.781457
then, 0.817901, 0.182099
insan, 1.000000, 0.000000
bank, 1.000000, 0.000000
insid, 1.000000, 0.000000
desk, 0.776316, 0.223684
will, 0.571611, 0.428389
autom, 1.000000, 0.000000
mexico, 0.476190, 0.523810
dc, 0.559322, 0.440678
few, 0.409836, 0.590164
next, 0.605263, 0.394737
simpli, 1.000000, 0.000000
keep, 0.684492, 0.315508
excel, 0.000000, 1.000000
window, 1.000000, 0.000000
sort, 0.629630, 0.370370
weve, 0.765625, 0.234375
incred, 0.555556, 0.444444
strand, 1.000000, 0.000000
sleep, 1.000000, 0.000000
parti, 0.000000, 1.000000
open, 0.575221, 0.424779
clue, 1.000000, 0.000000
sign, 0.666667, 0.333333
girl, 0.000000, 1.000000
phl, 0.690909, 0.309091
devic, 1.000000, 0.000000
count, 1.000000, 0.000000
els, 1.000000, 0.000000
check, 0.699074, 0.300926
america, 0.000000, 1.000000
layov, 1.000000, 0.000000
not, 0.848642, 0.151358
these, 0.584615, 0.415385
reflight, 0.692308, 0.307692
bs, 1.000000, 0.000000
stand, 1.000000, 0.000000
bday, 0.000000, 1.000000
surpris, 0.655172, 0.344828
set, 0.500000, 0.500000
advisori, 0.000000, 1.000000
ladi, 0.464286, 0.535714
outsid, 1.000000, 0.000000
credit, 0.696296, 0.303704
direct, 0.627273, 0.372727
did, 0.693252, 0.306748
clt, 0.688889, 0.311111
held, 1.000000, 0.000000
break, 1.000000, 0.000000
nyc, 0.666667, 0.333333
tv, 0.756098, 0.243902
concern, 0.720930, 0.279070
lot, 0.700000, 0.300000
fact, 1.000000, 0.000000
cost, 0.750000, 0.250000
refund, 0.797753, 0.202247
cc, 1.000000, 0.000000
ord, 0.711111, 0.288889
fall, 1.000000, 0.000000
unhelp, 1.000000, 0.000000
nobodi, 1.000000, 0.000000
cut, 1.000000, 0.000000
site, 0.736842, 0.263158
remov, 1.000000, 0.000000
waiv, 1.000000, 0.000000
tweet, 0.579832, 0.420168
embarrass, 1.000000, 0.000000
south, 0.000000, 1.000000
dollar, 1.000000, 0.000000
light, 1.000000, 0.000000
issu, 0.826389, 0.173611
epicfail, 1.000000, 0.000000
cold, 0.470588, 0.529412
terribl, 1.000000, 0.000000
countri, 1.000000, 0.000000
one, 0.765324, 0.234676
and, 0.756963, 0.243037
flt, 0.763158, 0.236842
when, 0.728549, 0.271451
congrat, 0.000000, 1.000000
point, 0.697674, 0.302326
patienc, 1.000000, 0.000000
person, 0.812030, 0.187970
name, 0.482143, 0.517857
text, 1.000000, 0.000000
tonight, 0.544304, 0.455696
current, 0.523077, 0.476923
destin, 0.690141, 0.309859
where, 0.751351, 0.248649
y, 1.000000, 0.000000
comp, 1.000000, 0.000000
joke, 1.000000, 0.000000
disappear, 1.000000, 0.000000
use, 0.616725, 0.383275
email, 0.697509, 0.302491
discount, 0.000000, 1.000000
frm, 1.000000, 0.000000
despit, 0.515152, 0.484848
tuesday, 0.675676, 0.324324
agent, 0.838164, 0.161836
divert, 1.000000, 0.000000
mco, 0.578947, 0.421053
way, 0.603352, 0.396648
correct, 0.603774, 0.396226
hotel, 0.894737, 0.105263
remind, 0.000000, 1.000000
lost, 0.898734, 0.101266
solut, 1.000000, 0.000000
den, 0.595238, 0.404762
back, 0.710728, 0.289272
emerg, 1.000000, 0.000000
mechan, 1.000000, 0.000000
bit, 0.607143, 0.392857
earn, 0.615385, 0.384615
fit, 1.000000, 0.000000
manag, 1.000000, 0.000000
gear, 1.000000, 0.000000
dfw, 0.631944, 0.368056
runway, 0.843750, 0.156250
nope, 1.000000, 0.000000
hear, 0.536232, 0.463768
beach, 0.000000, 1.000000
americanair, 0.574468, 0.425532
huge, 0.512821, 0.487179
until, 0.894737, 0.105263
destinationdragon, 0.148148, 0.851852
experienc, 1.000000, 0.000000
phlairport, 1.000000, 0.000000
return, 0.687500, 0.312500
explan, 1.000000, 0.000000
question, 0.488095, 0.511905
sad, 1.000000, 0.000000
go, 0.711974, 0.288026
meal, 1.000000, 0.000000
folk, 0.612903, 0.387097
amaz, 0.145631, 0.854369
other, 0.757576, 0.242424
unreal, 1.000000, 0.000000
extra, 0.835052, 0.164948
glad, 0.509091, 0.490909
airway, 0.488636, 0.511364
except, 0.675676, 0.324324
twitter, 0.519481, 0.480519
reimburs, 1.000000, 0.000000
too, 0.672269, 0.327731
plane, 0.815493, 0.184507
age, 1.000000, 0.000000
forev, 1.000000, 0.000000
get, 0.736050, 0.263950
worri, 0.370370, 0.629630
fight, 1.000000, 0.000000
promo, 0.000000, 1.000000
usa, 0.000000, 1.000000
receiv, 0.726496, 0.273504
rude, 1.000000, 0.000000
chanc, 0.436782, 0.563218
inform, 0.763158, 0.236842
got, 0.640523, 0.359477
courtesi, 1.000000, 0.000000
zero, 1.000000, 0.000000
readi, 0.500000, 0.500000
write, 1.000000, 0.000000
merg, 1.000000, 0.000000
appear, 1.000000, 0.000000
rd, 1.000000, 0.000000
deliveri, 1.000000, 0.000000
u, 0.752322, 0.247678
outstand, 0.000000, 1.000000
act, 1.000000, 0.000000
clear, 0.680851, 0.319149
week, 0.689119, 0.310881
treatment, 1.000000, 0.000000
troubl, 1.000000, 0.000000
situat, 0.700000, 0.300000
entertain, 0.656250, 0.343750
told, 0.912548, 0.087452
qualiti, 1.000000, 0.000000
fast, 0.000000, 1.000000
lame, 1.000000, 0.000000
top, 0.666667, 0.333333
didnt, 0.806763, 0.193237
posit, 0.476190, 0.523810
bna, 1.000000, 0.000000
purchas, 0.660377, 0.339623
wheelchair, 1.000000, 0.000000
catch, 0.580645, 0.419355
messag, 0.741573, 0.258427
flightat, 1.000000, 0.000000
actual, 0.747573, 0.252427
easi, 0.473684, 0.526316
short, 0.588235, 0.411765
yyz, 1.000000, 0.000000
notifi, 1.000000, 0.000000
six, 1.000000, 0.000000
wait, 0.889488, 0.110512
seattl, 0.000000, 1.000000
his, 0.629630, 0.370370
tag, 1.000000, 0.000000
into, 0.650000, 0.350000
card, 0.602273, 0.397727
care, 0.739130, 0.260870
straight, 1.000000, 0.000000
havent, 0.867347, 0.132653
fli, 0.588321, 0.411679
everi, 0.796460, 0.203540
carryon, 1.000000, 0.000000
equip, 1.000000, 0.000000
more, 0.750636, 0.249364
onli, 0.746224, 0.253776
here, 0.758741, 0.241259
fund, 1.000000, 0.000000
around, 0.774194, 0.225806
room, 1.000000, 0.000000
ski, 1.000000, 0.000000
drink, 0.605263, 0.394737
carousel, 1.000000, 0.000000
club, 0.541667, 0.458333
attend, 0.662338, 0.337662
confirm, 0.597222, 0.402778
well, 0.559809, 0.440191
there, 0.657233, 0.342767
ugh, 1.000000, 0.000000
left, 0.664773, 0.335227
multipl, 1.000000, 0.000000
flyingitforward, 0.000000, 1.000000
commerci, 0.000000, 1.000000
platinum, 1.000000, 0.000000
compani, 0.797753, 0.202247
cloth, 1.000000, 0.000000
page, 1.000000, 0.000000
unless, 1.000000, 0.000000
dure, 0.593220, 0.406780
engin, 1.000000, 0.000000
faster, 1.000000, 0.000000
d, 0.000000, 1.000000
atl, 0.540541, 0.459459
toward, 1.000000, 0.000000
wont, 0.905556, 0.094444
flightl, 0.879612, 0.120388
transport, 1.000000, 0.000000
kind, 0.619048, 0.380952
myself, 1.000000, 0.000000
impress, 0.375000, 0.625000
rememb, 1.000000, 0.000000
than, 0.826446, 0.173554
known, 1.000000, 0.000000
same, 0.740506, 0.259494
guarante, 1.000000, 0.000000
charlott, 0.698413, 0.301587
intern, 0.500000, 0.500000
ewr, 0.766234, 0.233766
worth, 1.000000, 0.000000
matter, 1.000000, 0.000000
entir, 1.000000, 0.000000
took, 0.747253, 0.252747
san, 0.535211, 0.464789
blame, 1.000000, 0.000000
like, 0.672686, 0.327314
import, 1.000000, 0.000000
put, 0.807947, 0.192053
lol, 0.377358, 0.622642
start, 0.560000, 0.440000
refus, 1.000000, 0.000000
error, 1.000000, 0.000000
complaint, 1.000000, 0.000000
compass, 1.000000, 0.000000
view, 0.000000, 1.000000
mine, 0.600000, 0.400000
redeem, 1.000000, 0.000000
old, 0.658228, 0.341772
shitti, 1.000000, 0.000000
say, 0.804348, 0.195652
given, 1.000000, 0.000000
badservic, 1.000000, 0.000000
they, 0.782032, 0.217968
transfer, 1.000000, 0.000000
has, 0.802128, 0.197872
just, 0.632845, 0.367155
bother, 1.000000, 0.000000
via, 0.522936, 0.477064
relat, 0.764706, 0.235294
rerout, 1.000000, 0.000000
found, 0.687500, 0.312500
less, 0.841270, 0.158730
updat, 0.733333, 0.266667
consid, 1.000000, 0.000000
crap, 1.000000, 0.000000
secur, 0.677419, 0.322581
asham, 1.000000, 0.000000
had, 0.797217, 0.202783
volum, 1.000000, 0.000000
yeah, 0.772727, 0.227273
mile, 0.696970, 0.303030
virgin, 0.384615, 0.615385
delta, 0.689189, 0.310811
inflight, 0.512821, 0.487179
own, 0.807018, 0.192982
but, 0.775392, 0.224608
ok, 0.440000, 0.560000
result, 1.000000, 0.000000
technic, 1.000000, 0.000000
member, 0.730337, 0.269663
social, 0.413793, 0.586207
ad, 0.553191, 0.446809
overnight, 1.000000, 0.000000
min, 0.937330, 0.062670
shit, 1.000000, 0.000000
per, 1.000000, 0.000000
isnt, 0.864078, 0.135922
incid, 1.000000, 0.000000
somebodi, 1.000000, 0.000000
pay, 0.827027, 0.172973
fuel, 1.000000, 0.000000
exit, 1.000000, 0.000000
code, 0.533333, 0.466667
lga, 0.700000, 0.300000
nightmar, 1.000000, 0.000000
all, 0.715232, 0.284768
counter, 1.000000, 0.000000
addit, 1.000000, 0.000000
now, 0.802187, 0.197813
ive, 0.867069, 0.132931
b, 0.647727, 0.352273
companion, 0.285714, 0.714286
msg, 1.000000, 0.000000
friday, 0.516129, 0.483871
gave, 0.760563, 0.239437
yo, 1.000000, 0.000000
disrespect, 1.000000, 0.000000
corpor, 0.545455, 0.454545
broke, 1.000000, 0.000000
upgrad, 0.574468, 0.425532
trust, 1.000000, 0.000000
decid, 1.000000, 0.000000
wsj, 0.000000, 1.000000
togeth, 0.701493, 0.298507
wtf, 1.000000, 0.000000
thank, 0.231509, 0.768491
mobil, 0.645161, 0.354839
figur, 0.727273, 0.272727
wife, 0.767442, 0.232558
incompet, 1.000000, 0.000000
request, 0.634146, 0.365854
custom, 0.820541, 0.179459
happen, 0.777778, 0.222222
abl, 0.593220, 0.406780
row, 0.794118, 0.205882
none, 1.000000, 0.000000
disconnect, 1.000000, 0.000000
april, 0.000000, 1.000000
safeti, 0.473684, 0.526316
disappoint, 1.000000, 0.000000
post, 0.666667, 0.333333
assist, 0.703704, 0.296296
passbook, 0.000000, 1.000000
as, 0.688017, 0.311983
mess, 1.000000, 0.000000
befor, 0.754902, 0.245098
ual, 1.000000, 0.000000
condit, 0.500000, 0.500000
choos, 1.000000, 0.000000
philli, 0.727273, 0.272727
proper, 1.000000, 0.000000
alreadi, 0.719101, 0.280899
enter, 1.000000, 0.000000
veri, 0.674419, 0.325581
life, 0.618182, 0.381818
feb, 0.594595, 0.405405
cust, 1.000000, 0.000000
unabl, 1.000000, 0.000000
would, 0.664207, 0.335793
door, 1.000000, 0.000000
cabin, 0.575000, 0.425000
denver, 0.607595, 0.392405
damag, 1.000000, 0.000000
phx, 0.703704, 0.296296
center, 1.000000, 0.000000
miser, 1.000000, 0.000000
wet, 1.000000, 0.000000
cancel, 0.868269, 0.131731
wo, 1.000000, 0.000000
almost, 0.884211, 0.115789
do, 0.617259, 0.382741
across, 1.000000, 0.000000
alway, 0.527778, 0.472222
shes, 0.441176, 0.558824
itinerari, 1.000000, 0.000000
polici, 0.651685, 0.348315
pilot, 0.683453, 0.316547
news, 0.344828, 0.655172
economi, 1.000000, 0.000000
